user_name,login_auth_attempts,failed_logins,hosts_accessed,processes_started,privileged_actions,mapped_credentials
Comp898611$,621,0,2,694,20,1
Comp898794$,943,0,3,782,19,492
Comp899025$,318,0,4,349,24,159
Comp899131$,857,0,3,1493,28,453
Comp899186$,747,0,3,820,22,391
Comp899241$,1212,0,1,0,0,696
Comp899266$,928,0,4,1096,24,496
Comp899473$,680,0,3,668,32,346
Comp899585$,846,0,5,834,25,448
Comp899662$,745,0,3,0,17,394
Comp899877$,363,3,5,624,40,158
Comp899894$,401,0,5,330,15,176
Comp900252$,8,0,1,0,0,7
Comp900319$,1095,0,4,1052,59,540
Comp900362$,929,0,3,739,39,466
Comp900685$,279,0,4,330,17,135
Comp900716$,933,0,2,1063,19,497
Comp900818$,994,0,6,1072,46,511
Comp900909$,715,0,3,799,58,342
Comp900941$,804,0,2,804,40,402
Comp901049$,1151,0,2,0,32,620
Comp901290$,982,0,3,884,24,510
Comp901478$,914,0,4,0,15,495
Comp901487$,333,0,4,334,19,2
Comp901712$,591,0,6,336,18,316
Comp901743$,915,0,4,937,22,490
Comp901753$,262,0,5,285,14,127
Comp901769$,921,0,2,841,38,478
Comp901852$,668,0,2,108,0,353
Comp901954$,883,0,3,1117,18,480
Comp901973$,717,0,2,782,18,383
Comp902126$,1122,0,2,0,18,599
Comp902343$,999,0,2,834,22,559
Comp902358$,1014,0,5,784,20,544
Comp902403$,735,0,4,838,20,391
Comp902405$,277,0,4,419,17,134
Comp902432$,711,0,3,735,21,359
Comp902663$,686,0,2,729,21,353
Comp902893$,1186,0,4,309,15,593
Comp903187$,1044,0,4,921,58,509
Comp903221$,1104,0,5,1051,40,566
Comp903549$,1110,3,3,1430,60,559
Comp903556$,176,0,2,185,11,86
Comp903678$,12295,0,4,865,43,6167
Comp903988$,887,0,5,1102,23,468
Comp904058$,422,0,2,604,20,198
Comp904235$,891,0,3,1771,23,466
Comp904350$,999,0,3,842,40,512
Comp904563$,880,0,4,865,21,463
Comp904634$,535,0,2,0,1,2
Comp904805$,660,2,4,1036,46,331
Comp904878$,1061,0,2,847,55,522
Comp904881$,904,0,4,1215,21,469
Comp904913$,800,0,3,824,39,401
Comp904946$,1124,1,4,980,37,588
Comp904989$,1074,0,2,0,16,582
Comp905048$,1051,0,2,953,41,535
Comp905109$,1200,0,4,892,58,596
Comp905142$,185,0,4,250,11,93
Comp905377$,875,0,3,959,25,465
Comp905447$,174,0,4,272,8,92
Comp905512$,1065,0,3,910,41,550
Comp905680$,740,0,3,729,45,349
Comp905710$,384,0,3,543,10,199
Comp905750$,385,0,3,0,4,187
Comp905941$,950,0,3,912,41,490
Comp905962$,1044,0,2,840,31,559
Comp906018$,771,0,2,797,24,407
Comp906067$,978,0,4,846,45,493
Comp906139$,920,0,3,1158,19,496
Comp906184$,785,1,5,959,23,409
Comp906302$,1132,0,2,855,36,591
Comp906365$,935,2,6,994,22,507
Comp906368$,793,0,3,776,19,431
Comp906541$,1037,0,1,0,0,1
Comp906551$,204,2,4,321,17,99
Comp906583$,1414,0,3,394,23,702
Comp906698$,1001,0,2,930,37,516
Comp906738$,687,1,3,845,30,345
Comp906749$,1121,0,1,0,1,656
Comp906851$,866,0,4,834,37,445
Comp906914$,350,0,5,78250,18,178
Comp906922$,590,0,4,559,31,284
Comp906991$,1187,1,4,968,39,610
Comp907261$,788,0,2,788,25,409
Comp907335$,409,0,4,0,9,229
Comp907373$,954,0,4,938,35,486
Comp907505$,12501,0,3,1032,40,6270
Comp907587$,298,0,3,618,12,155
Comp907818$,279,0,3,395,16,137
Comp907867$,605,0,2,737,22,2
Comp907910$,1184,0,5,911,40,612
Comp908023$,305,0,2,0,0,174
Comp908165$,1134,0,3,979,21,598
Comp908363$,832,0,2,920,40,415
Comp908480$,708,0,3,479,54,312
Comp908622$,1093,0,2,830,36,570
Comp908675$,688,0,2,776,38,327
Comp908734$,978,0,4,864,23,521
Comp908777$,912,0,5,1376,59,448
Comp908810$,834,2,4,936,21,442
Comp908950$,1044,0,1,0,0,593
Comp909357$,1197,0,5,889,42,614
Comp909382$,3368,0,4,1066,60,1688
Comp909534$,550,0,4,585,37,268
Comp909611$,798,0,3,795,19,421
Comp909825$,12,0,1,0,0,9
Comp909833$,737,0,2,768,40,0
Comp909844$,930,0,5,944,43,476
Comp909904$,918,0,3,2386,41,473
Comp910046$,1128,0,3,0,18,602
Comp910126$,428,0,4,0,5,237
Comp910160$,1044,0,3,934,45,530
Comp910284$,910,0,2,1040,41,463
Comp910395$,228,0,5,437,7,120
Comp910401$,925,0,3,1128,42,458
Comp910625$,1033,2,4,917,39,525
Comp910642$,116,0,2,153,9,59
Comp910676$,1089,1,3,917,38,567
Comp910703$,939,0,3,1769,41,468
Comp910724$,716,0,4,0,13,361
Comp910879$,893,0,2,783,40,446
Comp910882$,893,0,4,0,13,464
Comp910894$,807,0,3,882,39,410
Comp911023$,854,0,2,893,43,422
Comp911170$,955,0,2,1119,37,489
Comp911231$,425,0,5,395,31,171
Comp911314$,950,0,3,1724,21,512
Comp911674$,857,0,5,1033,44,437
Comp911738$,743,0,2,543,22,359
Comp911947$,972,0,4,1335,38,500
Comp912124$,841,0,2,792,21,443
Comp912255$,849,0,5,843,22,442
Comp912295$,524,0,3,328,20,256
Comp912319$,991,0,5,951,61,500
Comp912321$,863,0,2,794,19,461
Comp912360$,897,0,5,0,10,442
Comp912542$,112,1,3,294,5,60
Comp912642$,813,0,3,790,39,407
Comp912691$,615,0,3,902,22,309
Comp912779$,73,0,4,225,8,33
Comp912788$,1102,0,4,1189,45,558
Comp913004$,815,0,4,0,12,421
Comp913066$,1586,0,4,945,47,796
Comp913146$,914,0,3,882,20,492
Comp913178$,1017,3,4,911,19,548
Comp913432$,628,0,2,0,7,351
Comp913751$,817,0,5,0,0,467
Comp913752$,794,0,2,962,26,414
Comp913782$,177,0,1,0,0,96
Comp913850$,942,0,4,1656,59,447
Comp914029$,1191,0,5,881,58,592
Comp914270$,361,0,4,0,8,164
Comp914668$,314,0,4,387,21,156
Comp914739$,860,0,2,774,18,464
Comp914741$,963,0,3,858,33,506
Comp914796$,945,0,4,1013,39,483
Comp914821$,960,0,4,892,35,498
Comp914861$,934,0,2,0,16,493
Comp914890$,894,0,2,834,41,457
Comp915026$,357,0,4,0,5,213
Comp915083$,1019,1,6,1050,27,537
Comp915096$,993,0,2,772,43,501
Comp915250$,809,1,4,852,23,389
Comp915313$,1201,0,4,962,40,621
Comp915498$,357,1,3,740,20,163
Comp915658$,493633,1,3,619,728,246580
Comp915672$,843,0,4,1212,48,410
Comp915733$,765,1,3,1821,18,396
Comp915896$,1141,0,3,1199,35,606
Comp916004$,5758204,1245,24,274185,1815824,438734
Comp916101$,1041,0,2,824,41,537
Comp916278$,926,0,3,955,21,500
Comp916378$,901,0,2,0,18,487
Comp916508$,990,0,4,2369,44,505
Comp916566$,857,0,2,892,45,421
Comp916575$,1092,0,5,1004,37,569
Comp916807$,59,0,1,0,0,35
Comp916832$,912,0,2,891,24,487
Comp917006$,846,0,3,0,17,446
Comp917017$,313,0,3,363,18,150
Comp917169$,895,0,3,0,0,520
Comp917208$,1155,2,5,1019,72,559
Comp917314$,200,0,5,414,6,107
Comp917362$,1228,0,4,951,20,644
Comp917800$,58,0,4,90,3,32
Comp917811$,1056,0,3,1027,43,540
Comp917833$,1221,6,3,1045,64,600
Comp917836$,725,0,2,680,42,329
Comp917881,18,0,1,0,0,18
Comp918018$,1110,0,4,1069,76,541
Comp918239$,688,0,3,736,18,355
Comp918269$,366,1,4,358,15,189
Comp918414$,940,0,3,1066,30,482
Comp918490$,989,0,5,1661,19,538
Comp918528$,422,0,5,0,6,201
Comp918617$,1102,0,3,851,57,555
Comp918755$,57,0,3,61,2,33
Comp918928$,178,0,3,248,16,87
Comp919073$,1015,0,4,1024,38,526
Comp919079$,281,0,2,728,5,147
Comp919134$,938,0,3,1039,20,504
Comp919232$,870,0,3,827,63,430
Comp919398$,917,0,5,991,25,490
Comp919450$,835,0,3,797,42,415
Comp919516$,830,0,3,1043,24,424
Comp919608$,1022,0,3,2196,40,527
Comp919678$,606,0,3,941,16,311
Comp919777$,1098,0,5,888,22,590
Comp920079$,931,0,4,888,38,485
Comp920160$,778,0,2,808,38,388
Comp920228$,960,0,2,979,42,492
Comp920253$,198,0,4,285,7,114
Comp920276$,460,0,6,1004,33,130
Comp920326$,526,0,4,360,23,258
Comp920540$,621,0,2,0,17,316
Comp920583$,1151,0,4,1092,42,579
Comp920588$,132,0,5,152,15,61
Comp920806$,804,0,3,779,20,422
Comp920860$,827,0,4,752,45,405
Comp920929$,2614,0,4,643,36,1
Comp920946$,912,0,4,0,11,497
Comp920962$,1166,0,4,853,41,610
Comp920966$,150,0,4,108,7,83
Comp921008$,1106,0,3,1266,52,561
Comp921148$,815,0,2,971,44,414
Comp921228$,107,0,3,167,5,55
Comp921292$,875,0,2,788,22,456
Comp921296$,1041,0,3,1063,39,534
Comp921313$,1012,0,3,882,22,537
Comp921442$,1138,0,2,915,18,605
Comp921517$,363,1,5,385,25,180
Comp921695$,520,0,3,596,20,268
Comp921786$,784,0,3,798,38,397
Comp921816$,152,0,4,166,9,78
Comp921894$,1574,0,5,0,18,932
Comp922050$,989,0,4,877,23,511
Comp922073$,680,6,4,914,43,318
Comp922088$,572,0,2,771,30,279
Comp922103$,717,0,4,1841,22,368
Comp922201$,875,0,4,1228,48,445
Comp922400$,1097,0,5,1166,73,547
Comp922595$,1017,0,2,901,42,525
Comp922785$,834,0,4,922,39,421
Comp923052$,865,0,2,828,39,432
Comp923416$,1281,0,4,1059,52,650
Comp923503$,982,0,2,852,39,509
Comp923510$,689,0,3,578,21,345
Comp923957$,683,1,3,1734,40,3
Comp924289$,748,0,5,823,22,387
Comp924393$,8,0,2,0,0,3
Comp924434$,958,1,3,980,24,513
Comp924592$,890,0,4,1013,39,458
Comp924597$,1159,0,3,36710,286,303
Comp924691$,1077,1,5,1540,39,556
Comp925126$,1129,0,6,1722,39,585
Comp925148$,826,0,3,889,21,432
Comp925176$,1068,0,4,1114,48,556
Comp925616$,1065,0,2,840,40,543
Comp925644$,549,0,3,858,33,257
Comp925758$,1220,1,5,952,56,602
Comp925805$,1044,0,3,912,38,543
Comp925813$,827,0,2,821,37,413
Comp925833$,931,1,4,2010,42,470
Comp925980$,976,0,4,945,21,521
Comp925989$,914,0,3,936,38,476
Comp926193$,987,1,4,889,21,530
Comp926234$,1019,0,2,903,36,541
Comp926331$,896,0,4,852,39,451
Comp926341$,830,0,3,838,42,413
Comp926362$,461,0,3,908,21,221
Comp926401$,885,0,5,979,46,450
Comp926472$,256,1,4,446,15,120
Comp926583$,889,0,3,900,18,470
Comp926646$,812,0,3,769,22,423
Comp926759$,935,0,5,970,40,479
Comp926760$,646,2,3,351,19,323
Comp926817$,1381,0,7,793,50,394
Comp926872$,589,0,5,609,38,251
Comp926934$,176,0,4,119,9,91
Comp927157$,164,0,3,190,9,92
Comp927239$,904,0,3,942,38,467
Comp927347$,789,0,1,0,0,445
Comp927354$,921,0,3,0,17,503
Comp927645$,908,2,3,951,35,463
Comp927670$,562,0,3,755,27,272
Comp927777$,729,0,3,965,25,372
Comp928022$,1450,0,7,960,61,608
Comp928401$,622,0,2,0,0,331
Comp928487$,903,1,3,1165,107,383
Comp928799$,769,0,4,651,32,399
Comp928876$,860,0,4,733,49,434
Comp929108$,980,0,2,877,41,495
Comp929113$,140,0,2,0,4,79
Comp929123$,606,0,2,831,33,293
Comp929371$,824,0,3,911,59,409
Comp929427$,151,0,1,0,0,81
Comp929542$,1081,0,2,814,48,541
Comp929653$,1199,1,4,1060,22,649
Comp929740$,831,0,2,862,38,415
Comp929802$,34,0,2,0,0,16
Comp929834$,8560,0,4,914,38,4300
Comp930019$,68,0,4,114,3,38
Comp930064$,942,0,2,860,21,503
Comp930139$,339,0,1,0,0,183
Comp930762$,703,0,3,0,12,387
Comp930820$,560,0,3,593,18,4
Comp930854$,1063,0,4,1163,59,541
Comp930965$,696,0,2,0,16,370
Comp931009$,174,0,1,0,1,91
Comp931233$,278,0,1,0,0,0
Comp931295$,848,0,3,822,43,430
Comp931628$,996,0,2,816,45,498
Comp932205$,598,0,2,820,34,281
Comp932293$,965,0,4,902,20,521
Comp932371$,867,0,2,898,42,433
Comp932415$,786,0,2,876,40,389
Comp932452$,1173,0,2,0,1,674
Comp932664$,1033,0,3,1223,43,532
Comp932776$,602,0,2,334,20,297
Comp932986$,1269,0,5,978,38,641
Comp932989$,1015,0,2,852,52,507
Comp933089$,5007,0,5,1582,43,2521
Comp933196$,689,0,3,588,20,1
Comp933307$,949,0,4,1145,47,483
Comp933545$,1304,0,5,1205,44,687
Comp933703$,1008,0,3,915,36,527
Comp933801$,897,2,4,871,35,465
Comp933956$,959,0,5,1086,41,490
Comp934070$,218,1,4,249,8,117
Comp934367$,480,0,3,0,17,241
Comp934438$,838,0,2,751,17,434
Comp934453$,808,0,4,1298,42,416
Comp934465$,761,0,3,1030,33,379
Comp934494$,69,0,4,110,6,35
Comp934699$,194,0,3,0,3,113
Comp934805$,840,0,1,0,0,487
Comp935081$,869,0,4,12068,19,542
Comp935092$,872,0,4,1017,26,456
Comp935397$,932,0,3,6,16,513
Comp935418$,920,0,2,792,19,493
Comp935444$,202,0,4,197,15,102
Comp935519$,1061,0,3,850,58,524
Comp935597$,664,0,4,945,42,311
Comp935655$,880,0,4,781,43,444
Comp935667$,1120,0,3,910,30,590
Comp935712$,894,0,3,0,17,491
Comp935752$,1050,0,5,878,60,516
Comp935791$,269,0,4,373,11,143
Comp935843$,753,0,3,0,14,414
Comp935993$,973,0,4,1327,22,510
Comp936266$,828,0,3,0,16,456
Comp936297$,325,0,4,472,24,157
Comp936353$,927,0,4,910,40,474
Comp936437$,936,0,3,0,0,525
Comp936586$,232,0,3,239,9,118
Comp936598$,988,0,4,0,17,551
Comp936634$,246,0,3,329,10,121
Comp936659$,498,0,4,337,17,249
Comp936855$,928,0,4,908,41,452
Comp936860$,273,0,3,434,13,138
Comp936913$,218,1,3,391,10,112
Comp937188$,873,0,4,1030,31,463
Comp937204$,248,0,5,234,6,126
Comp937319$,1251,0,2,5045,286,288
Comp937392$,935,0,3,919,42,478
Comp937403$,1098,0,3,1051,45,576
Comp937566$,1043,1,5,1025,43,528
Comp937701$,779,0,2,802,22,405
Comp937733$,469,0,4,436,31,91
Comp938010$,1142,0,3,0,17,632
Comp938017$,1026,0,2,776,39,513
Comp938030$,138,0,3,185,8,70
Comp938041$,966,0,4,980,44,503
Comp938095$,769,0,3,0,11,430
Comp938117$,1012,0,3,869,39,527
Comp938171$,864,0,2,833,17,465
Comp938178$,996,1,4,1069,49,496
Comp938348$,694,0,4,0,14,385
Comp938640$,437,0,4,336,9,226
Comp938643$,432,0,5,259,21,3
Comp938823$,818,0,4,888,45,418
Comp938847$,1093,0,5,0,31,587
Comp938870$,972,0,2,856,21,516
Comp938882$,881,0,4,859,60,427
Comp938918$,1074,0,3,0,18,576
Comp938981$,881,0,3,897,41,446
Comp939028$,935,0,5,991,43,467
Comp939065$,648,2,6,22286,19,356
Comp939179$,779,0,2,767,44,368
Comp939241$,541,0,1,0,0,303
Comp939275$,266549,1003,32,430,87195,19507
Comp939314$,1161,0,4,1091,44,594
Comp939320$,915,0,4,854,39,466
Comp939357$,272,0,5,387,17,140
Comp939441$,914,0,4,0,13,502
Comp939511$,1017,0,5,1344,23,544
Comp939643$,428,0,3,456,20,215
Comp939646$,564,0,5,939,42,263
Comp939670$,308,1,4,292,16,154
Comp939906$,727,0,4,862,52,357
Comp939978$,678,0,3,739,20,344
Comp940012$,649,0,2,731,37,21
Comp940027$,989,0,5,796,40,496
Comp940055$,985,0,4,883,41,510
Comp940095$,1201,0,4,1331,36,618
Comp940141$,768,0,4,1058,39,380
Comp940142$,201,0,4,239,12,103
Comp940159$,1033,0,4,1028,44,538
Comp940295$,1208,0,5,1680,69,604
Comp940534$,985,0,2,0,31,528
Comp940949$,880,0,3,905,41,437
Comp941005$,1127,0,4,1205,63,564
Comp941086$,938,0,3,1079,42,479
Comp941102$,1471,0,4,1031,56,746
Comp941108$,660,0,3,0,0,413
Comp941117$,608,0,2,0,17,317
Comp941347$,1196,0,5,971,43,623
Comp941397$,39875,1,3,1334,2979,15858
Comp941704$,1327,0,4,1445,43,686
Comp941862$,924,0,5,876,41,476
Comp942155$,834,0,2,829,41,416
Comp942363$,1241,0,4,0,16,689
Comp942415$,395,0,4,769,31,157
Comp942473$,5177,0,6,809,44,3305
Comp942538$,1004,0,5,985,22,541
Comp942595$,1244,0,4,1271,58,624
Comp942682$,161,0,4,189,13,78
Comp942836$,1083,0,4,888,44,548
Comp942860$,946,0,3,0,14,514
Comp942952$,872,2,5,874,20,451
Comp943061$,939,0,2,788,21,482
Comp943179$,1008,0,3,921,46,524
Comp943182$,749,0,3,921,18,396
Comp943417$,912,0,4,1102,25,477
Comp943458$,1148,0,5,924,61,570
Comp943477$,618,0,2,0,18,319
Comp943523$,1044,0,3,1087,43,535
Comp943564$,1070,0,4,0,17,577
Comp943585$,1171,0,3,0,21,648
Comp943685$,859,0,2,821,37,438
Comp943736$,835,0,3,0,16,452
Comp943847$,905,0,2,0,16,479
Comp944106$,995,1,4,967,41,509
Comp944124$,1023,0,5,948,35,527
Comp944508$,856,2,3,927,45,429
Comp944838$,917,0,2,762,41,458
Comp944900$,765,0,2,733,18,393
Comp944929$,914,0,2,726,22,465
Comp944946$,184,0,4,200,13,96
Comp944955$,934,0,1,0,0,533
Comp944966$,731,0,3,627,20,364
Comp945119$,1337,0,2,1019,54,665
Comp945288$,56,0,3,71,6,30
Comp945318$,1059,0,3,1025,43,544
Comp945655$,243,0,1,0,1,126
Comp945676$,545,0,2,659,39,1
Comp945848$,51,0,2,56,2,31
Comp945905$,474,0,1,0,0,255
Comp946033$,973,0,3,895,40,501
Comp946060$,932,0,4,1042,23,497
Comp946104$,1335,0,5,1077,61,649
Comp946127$,843,0,2,764,37,416
Comp946316$,716,0,2,857,38,360
Comp946506$,180,0,4,176,13,88
Comp946528$,1,0,1,0,0,1
Comp946618$,1017,1,5,14618,41,524
Comp946671$,1038,0,3,1066,34,550
Comp946719$,861,0,4,795,22,450
Comp946783$,886,0,6,1185,41,465
Comp946948$,538,0,3,710,17,281
Comp946983$,271,0,4,613,26,127
Comp947002$,1005,0,3,831,19,550
Comp947089$,65,0,3,72,4,36
Comp947141$,679,0,3,816,19,361
Comp947254$,662,0,2,0,0,351
Comp947445$,10,0,1,0,0,8
Comp947498$,240,0,3,0,1,113
Comp947611$,1042,0,3,0,17,547
Comp947626$,670,0,2,1300,20,338
Comp947675$,1352,0,4,1098,36,707
Comp947713$,909,0,4,0,0,539
Comp947782$,934,0,5,885,41,479
Comp947788$,1086,0,4,953,42,553
Comp947918$,787,0,3,837,18,415
Comp947986$,977,0,4,836,42,495
Comp948027$,963,1,3,939,44,483
Comp948105$,317,0,4,0,4,174
Comp948179$,960,1,4,1108,43,494
Comp948188$,1048,0,4,930,20,550
Comp948451$,986,0,3,1965,51,503
Comp948591$,32,0,2,23,1,20
Comp948801$,890,0,4,1034,42,455
Comp948949$,1135,0,4,1082,61,568
Comp949010$,757,0,2,842,59,348
Comp949036$,1106,0,1,0,0,638
Comp949333$,1217,1,4,946,18,639
Comp949406$,955,0,5,0,31,504
Comp949490$,598,0,2,818,35,282
Comp949518$,810,0,2,766,17,428
Comp949605$,951,0,4,0,13,512
Comp949616$,928,0,2,893,42,473
Comp949641$,973,0,5,1193,46,486
Comp949657$,1002,0,4,798,42,489
Comp950045$,803,0,2,750,20,419
Comp950074$,196,0,3,306,24,84
Comp950139$,860,0,2,0,16,456
Comp950175$,969,0,3,1180,40,494
Comp950429$,825,0,3,886,19,445
Comp950537$,1441,0,4,829,43,729
Comp950637$,1482,0,4,844,43,739
Comp950831$,729,0,2,870,26,380
Comp950882$,772,0,2,0,17,412
Comp950918$,866,0,2,828,42,442
Comp951116$,973,0,4,1011,43,502
Comp951154$,283,0,4,0,3,155
Comp951247$,954,0,2,912,53,468
Comp951253$,333,1,4,583,37,157
Comp951270$,343,0,8,0,4,194
Comp951291$,1184,0,5,991,43,602
Comp951304$,901,0,3,842,44,446
Comp951333$,934,0,5,1201,40,461
Comp951659$,737,0,2,785,42,352
Comp951831$,167,1,3,258,12,81
Comp951858$,548,0,2,449,42,238
Comp952044$,593,0,3,0,14,323
Comp952119$,801,0,3,783,19,427
Comp952187$,2,0,1,0,0,2
Comp952555$,921,0,2,0,17,498
Comp952714$,887,0,4,1041,45,453
Comp952743$,715,0,3,0,13,399
Comp952793$,385,0,3,386,11,193
Comp952844$,1208,0,3,869,35,635
Comp952934$,820,1,5,2064,65,352
Comp953066$,1047,0,4,0,17,562
Comp953155$,955,0,3,843,42,489
Comp953183$,863,0,2,0,22,470
Comp953301$,674,0,3,680,24,6
Comp953477$,746,16,3,784,55,343
Comp953488$,921,0,2,894,38,480
Comp953667$,701,0,2,593,17,358
Comp953774$,790,0,2,784,16,423
Comp953868$,890,0,4,0,17,482
Comp953887$,1006,0,2,867,39,522
Comp953968$,332,4,5,448,19,163
Comp954178$,950,0,2,930,33,490
Comp954205$,965,0,4,925,42,496
Comp954211$,872,2,3,936,42,431
Comp954402$,607,0,4,571,30,305
Comp954406$,943,0,2,0,16,520
Comp954407$,995,0,6,1165,62,486
Comp954447$,325,1,5,590,29,122
Comp954611$,879,0,2,845,43,442
Comp954675$,469,0,4,0,4,258
Comp954789$,936,0,3,1075,49,454
Comp954796$,928,0,4,906,34,477
Comp954863$,309,0,5,404,29,147
Comp954896$,878,0,4,1086,22,464
Comp954923$,1085,0,3,0,16,581
Comp954967$,976,0,5,1156,54,494
Comp955265$,666,0,2,856,39,315
Comp955279$,6308,6,4,18931,1855,1710
Comp955366$,949,0,4,760,19,495
Comp955442$,907,0,4,1055,41,466
Comp955448$,801,0,5,726,47,405
Comp955477$,1118,0,3,1612,38,578
Comp955541$,169,0,3,179,14,79
Comp955639$,56,0,3,29,3,33
Comp955800$,962,0,3,0,16,519
Comp955829$,851,0,5,979,49,410
Comp955877$,561,0,3,685,18,276
Comp955934$,2426,0,5,3489,44,1429
Comp956104$,1100,0,4,1043,43,566
Comp956183$,793,0,3,730,39,378
Comp956320$,176,0,4,300,9,93
Comp956432$,714,0,3,654,45,0
Comp956605$,1221,0,3,969,51,626
Comp956608$,997,0,4,1139,57,495
Comp956680$,742,0,3,773,53,360
Comp956722$,1112,0,3,845,34,593
Comp956811$,1369,0,7,1036,43,735
Comp956825$,873,0,3,7,17,478
Comp956943$,884,0,4,1025,25,467
Comp956964$,1115,0,4,1241,44,570
Comp957163$,857,0,3,0,15,469
Comp957169$,340,0,3,766,16,162
Comp957359$,183,0,2,0,2,107
Comp957452$,739,0,3,0,14,406
Comp957486$,592,0,5,629,26,254
Comp957545$,1051,0,4,1132,39,540
Comp957633$,813,0,2,788,20,429
Comp957684$,905,0,2,0,0,514
Comp957702$,1855,0,6,0,12,590
Comp957716$,1021,0,5,1143,51,512
Comp957955$,796,0,2,744,39,394
Comp958034$,836,0,2,0,22,447
Comp958093$,337,0,5,0,7,154
Comp958111$,740,0,4,0,13,361
Comp958231$,749,0,2,823,38,377
Comp958555$,958,0,2,958,43,486
Comp958719$,797,0,2,850,41,402
Comp958879$,1004,0,2,842,51,498
Comp958935$,1109,0,2,1023,44,570
Comp959021$,727,0,4,0,10,410
Comp959034$,820,2,3,1065,29,414
Comp959299$,97,0,4,150,6,51
Comp959304$,988,0,2,786,19,534
Comp959503$,1087,0,5,1423,77,529
Comp959644$,1220,1,3,1158,44,615
Comp959736$,1152,0,2,967,54,586
Comp959792$,558,0,4,928,30,279
Comp959934$,1014,0,3,1552,45,508
Comp960128$,159,0,4,169,12,80
Comp960549$,1157,0,3,842,34,606
Comp960599$,190,0,4,0,3,110
Comp960672$,880,0,2,753,34,444
Comp960679$,1159,0,5,1123,44,609
Comp960718$,262,0,5,484,19,128
Comp960825$,1031,0,5,845,40,524
Comp961023$,157,0,2,0,1,89
Comp961078$,798,0,2,669,46,366
Comp961103$,485,0,3,381,21,248
Comp961229$,137,0,3,203,10,70
Comp961343$,695,0,5,938,34,317
Comp961407$,1224,0,5,1372,49,623
Comp961424$,833,0,4,963,19,439
Comp961524$,839,0,4,1107,23,442
Comp961908$,982,8,4,1327,53,478
Comp961963$,958,1,4,1075,83,440
Comp961987$,780,0,2,810,21,406
Comp962054$,726,0,2,0,15,382
Comp962255$,1111,0,3,918,48,549
Comp962287$,381,0,2,686,13,193
Comp962334$,1022,0,3,880,39,506
Comp962341$,693,1,5,4039,184,142
Comp962420$,701,2,4,795,47,337
Comp962681$,1199,0,3,0,19,646
Comp962784$,1112,0,4,1091,48,561
Comp962861$,118,0,2,0,0,17
Comp962908$,784,0,3,0,17,420
Comp962930$,565,2,2,679,45,252
Comp963060$,999,0,2,851,53,495
Comp963094$,969,0,2,830,35,494
Comp963145$,580,0,3,921,36,278
Comp963165$,734,0,6,667,18,376
Comp963223$,219,0,3,0,1,99
Comp963427$,1006,1,6,975,22,532
Comp963464$,949,0,4,939,44,482
Comp963492$,218,0,3,0,4,124
Comp963715$,789,0,5,1167,33,396
Comp963887$,513,0,3,333,23,241
Comp963890$,988,0,2,0,34,518
Comp963947$,853,2,4,1256,20,458
Comp964042$,1148,0,2,799,45,566
Comp964101$,1155,0,3,875,37,595
Comp964120$,193,0,4,573,18,92
Comp964139$,650,0,5,646,30,313
Comp964162$,2091,0,6,0,13,541
Comp964235$,921,0,2,872,42,475
Comp964413$,999,0,3,910,23,528
Comp964481$,564,0,4,702,32,7
Comp964614$,316,0,3,289,19,155
Comp964627$,607,0,3,0,10,337
Comp964707$,982,0,5,1092,40,505
Comp964782$,856,0,2,1141,22,463
Comp964841$,768,0,3,850,27,395
Comp965109$,1231,0,1,0,0,716
Comp965156$,537,0,2,314,19,258
Comp965184$,937,0,3,1132,46,482
Comp965188$,256,0,3,0,4,110
Comp965214$,998,0,2,842,23,533
Comp965237$,1123,0,5,1714,45,572
Comp965293$,331,0,4,306,19,137
Comp965372$,1446,0,3,2884,45,730
Comp965393$,968,0,4,1034,43,490
Comp965437$,781,1,4,845,20,413
Comp965673$,1033,0,3,833,19,554
Comp965761$,1033,0,4,1194,22,553
Comp965878$,708,0,2,865,38,358
Comp966232$,811,0,3,853,44,401
Comp966241$,1122,0,4,1267,55,565
Comp966312$,6686,0,4,845,22,3375
Comp966478$,842,0,3,847,40,422
Comp966790$,1010,0,3,928,36,528
Comp966887$,533,0,4,604,20,254
Comp967354$,1016,0,2,0,17,556
Comp967398$,916,0,2,941,21,493
Comp967417$,871,0,2,903,20,467
Comp967517$,894,0,3,1003,41,454
Comp967547$,1089,2,4,1084,57,543
Comp967643$,236,5,4,581,24,68
Comp967814$,425,0,4,524,14,219
Comp967997$,431,0,1,0,0,294
Comp968105$,1083,0,2,1735,39,558
Comp968285$,1006,0,2,911,38,510
Comp968335$,922,0,3,1096,43,468
Comp968586$,916,0,3,0,27,489
Comp969084$,777,0,3,934,20,415
Comp969191$,330,0,6,0,1,153
Comp969387$,1102,0,4,1476,38,575
Comp969490$,1082,0,2,1931,38,542
Comp969648$,338,0,4,380,35,148
Comp969717$,1147,0,5,1312,41,585
Comp969725$,1058,0,2,927,32,564
Comp969835$,963,0,3,846,20,520
Comp969943$,850,0,3,955,21,438
Comp969981$,103,0,5,131,9,52
Comp969995$,1087,5,4,1268,62,542
Comp970057$,183,0,2,0,0,103
Comp970123$,652,0,2,615,20,316
Comp970142$,925,0,5,1102,39,479
Comp970301$,1201,0,5,1024,38,620
Comp970366$,730,0,6,838,22,372
Comp970423$,1209,0,2,1578,58,606
